player,comment,media
danialves,Cuando no entendemos nada pero le ponemos atención!!!,instagram
danialves,Se van a poner celosos los demás!!!,instagram
danialves,Se  Fosse aqui Era possível que a mulher levasse a culpa,instagram
danialves,"Deus, pátria, família hein? Nunca falha!!!",instagram
danialves,e aí cidadão de bem? rs,instagram
danialves,"Qué parte no entienden que hay muestras, reconocimiento médico, cámaras de seguridad, testimonios contradictorios etc, que la ley actúe  y que surja efecto sobre ello! #niunamas",instagram
danialves,"Instagram vai ficar aberto,  eu duvido que a mulher dele tem a senha kkkkkk",instagram
danialves,Quando sair da cadeia o Doguinho já vai ter uns 39 anos,instagram
danialves,Dinheiro não compra liberdade na ESPANHA!!!!,instagram
danialves,"Muchas veces las personas que tienen tanto dinero, creen que están por encima del bien y del mal, hasta que la realidad te despierta",instagram
danialves,Eu vendo os comentários e o povo envolvendo politica 🤷🏻‍♀️ Que ele pague pelo o crime que cometeu,instagram
danialves,Deus me livre do tal cidadão de bem !,instagram
danialves,Quem mais veio ver os comentários?😂,instagram
danialves,No estamos en Brasil estamos en España,instagram
danialves,Parabéns pela a forma de encerra sua carreira. E a pobi da esposa tava defendendo ele. 🤡🤦🏽‍♀️,instagram
danialves,Clássico de quem vota no outro la... 🤮,instagram
danialves,Na cadeia!!!!,instagram
danialves,POOR ALVES POOR ALVES POOR DANI😂🐕🐕🐶,instagram
danialves,"Q mons tru o, pobres lo q estén a su lado",instagram
danialves,"Deus, pátria, família, o que será que quem recita essa frase com frequência  tem em comum, pintou até um clima aqui 🤯",instagram
danialves,Cadê os minions para te defender? Cidadão do bem 🤮,instagram
danialves,Força Daniel vc dia logo daí 🙌,instagram
danialves,"Deus, pátria, família e a cadeia",instagram
danialves,Nem todo bolsonarista. Mas sempre um bolsonarista...,instagram
danialves,"Que triste situación... Si es culpable que pague por lo que hizo pero si es inocente eso deja mucho que pensar de algunas mujeres... Ya lo vimos con Jhonny Deep... Yo creía hasta hace un tiempo que la chica era una víctima y estaba segura pero viendo los vídeos, ya no estoy tan segura",instagram
danialves,"Será por mera coincidência que Robinho, goleiro Bruno, Daniel Alves, Guilherme de Pádua, Neymar, ex-vereador Jairinho e Flordelis tenham apoiado o mesmo candidato?",instagram
danialves,"Oi pessoal: machismo estrutural: ela quer dinheiro. Ela quer fama. Não gente! Ela disse a verdade… acredito piamente.  Um cara que se acha um Deus porque tem grana. Que acha que não vai acontecer nada com ele. Que julga que não fez nada de errado só porque a garota foi simpática e por isso ela tava querendo… e somente porque ela entrou no banheiro, ele tinha o direito de bater nela, obrigar ela e sair de lá como se nada tivesse acontecido? ? Acordem para a vida. Diriam a mesma coisa se fosse com vocês? Uma filha? uma mãe? Uma irmã? Uma esposa? E vocês mulheres? Onde ficou o respeito?",instagram
danialves,Que pague pelo crime que cometeu!!,instagram
danialves,Vio ** de 💩 habrás salido pero te has ganado el odio de todos,instagram
danialves,"Brasileiro já nasce formado em direito, todo mundo sabe tudo sobre tudo, nem os juizes jogam tão rápido quanto os peritos de Instagram. Obs: não estou do lado dele, apenas aguardando fatos concretos da justiça.",instagram
danialves,Faz o B na cadeia agora patriota 🇧🇷🇧🇷🇧🇷 NUNCA FALHA 🤮🤮,instagram
danialves,Que hiciste Dani... 😔🙁😶,instagram
danialves,A cara dele já fala quem ele é😳os olhos são a janela da alma,instagram
danialves,"Hoy hemos visto a la ""inteligente"" de su mujer que ha ido a visitarlo a la cárcel, y claro.....""No va a dejarlo solo en su peor momento"", Pobrecita. Y la chica? Te has preocupado en saber cómo está?. Ya, Ya, Dani tiene mucho dinero. Supongo que en eso radica la diferencia.",instagram
danialves,Fechado sem Bolsonaro 🐂🇧🇷👌,instagram
danialves,"Me pregunto….La supuesta víctima asegura que le daba asco desde el principio . Entonces por qué se ha ido con el sin saber dónde le iba a llevar esa puerta? A qué?!?! Solo intento ponerme en la situación. Si alguien me provoca el sentimiento de rechazo, no me voy a levantar y seguirle sin saber hacia dónde. Encima, si previamente me estaba intentando manosear… 🤔",instagram
danialves,"Grande patriota Brasil acima de tudo Deus acima de todos, sujando o nome de brasileiro no.mundo e envergonhado Deus no universo.",instagram
danialves,"Uma reflexão: os minions são contra o ab.ort.o, mas es.tup.ram e não assumem. Daí a vítima pensa no método e vem os algozes levantar cartaz recriminando, com os dizeres ""Deus, Pátria, Família e Liberdade""... a conta não fecha, né?",instagram
danialves,Se apoiasse o Lula tava solto já 😶😶,instagram
danialves,Cada comentário que se lê que dá para vê que os seres humanos estão doentes...lamentável!,instagram
danialves,"Te quedas sin mujer , sin trabajo y sin libertad y todo por un rato de ""diversión"". Aprende a valorar las cosas que te piensas que porque tengas dinero lo puedes pagar todo , pero Tú libertad no lo has podido pagar .Cambiastes noches de hoteles por noches de cárcel @camiii1003",instagram
danialves,Todavía no te han dado por el cacas?,instagram
danialves,"O cara que coloca no Perfil Deus pátria família sabemos que ele não conhece Deus, nem honra a pátria, e nunca honrou a família.",instagram
danialves,""" Mas a vítima é rica, não tá fazendo isso por grana"".... Fecha um julgamento e abre outro...a vítima tem por lei direito a indenização,  mas se ela usar do direito dela é taxada de oportunista. Ser mulher não é fácil mesmo.",instagram
danialves,TE MERECES CÁRCEL,instagram
danialves,Pena q n foi levado antes da copa 😂😂,instagram
danialves,violeta,instagram
danialves,"Nem todo bolsominion, mas sempre um bolsominion!!",instagram
danialves,Dani necesitas también el apoyo de tu inocencia solo se le ha escuchado a ella tu versión tiene que salir también y poder tú defenderte una mujer que entra al baño por su propio pie también puede salir arrastras llorando incluso pegándose con la persona que le obligue ella salió a llorar fuera y dijo todo fuera dentro solo sabes tú lo que pasó y solo tú puedes contar ella algo esconde esa mujer esa chica ha querido complicarte y arruinarte la vida tienes que defenderte hay gente que cree en tu inocencia y tú también tienes que demostrarla buscar los trapos sucios de esta chica y sacarlos ya que una mujer de su casa no entra al baño con un desconocido sabía que eras famoso y a lo mejor dentro de poco tiempo se la verá contando la historia y vendiendo esta historia,instagram
danialves,Hoy eche un pedo y me acordé de ti,instagram
danialves,Eu sempre digo até que  tudo seja provado não podemos julgar,instagram
danialves,Sai de perto desse Jack doguinho,instagram
danialves,A S Q U E  R O S  O O O 😤,instagram
danialves,Só estou aqui pelos comentários mesmo 😂,instagram
danialves,"desconociendo  lo que dictaminará el juez o jueza.  Claramente aquí no cuadran las declaraciones de Dani Alves.  Supuestamente acusado de agresión.  Desgraciadamente esto no es nada nuevo.  Futbolistas que se va de fiesta  aún  teniendo  familia, hijos etc y aprovechan su poder económico  y social frente a una mujer .  Estamos cansadas de estas situaciones.  No todo vale, no son seres superiores por tener reservados y cuentas repletas de ceros.  Bajo mi opinión la jueza ha dado una señora  lección que otros jueces deberían aprender.  No es no, y no se puede permitir el abuso de ninguna manera.  POR PODER SALIR DE NOCHE POR LA CALLE SIN SUFRIR ALTERCADOS, LLEGANDO VIVAS  A CADA.  POR RESPETO ENTRE GENEROS Y SENTENCIAS QUE SIRVAN DE AVISO PARA PRÓXIMOS HOMBRES QUE DECIDAN DESTROZARLE LA VIDA A LA MUJER QUE SE CRUCE.  EL DINERO DESGRACIADAMENTE LE SALVARÁ DE LA SITUACIÓN.  PERO NO DEBERÍA SER ASÍ.  NO HAY JUSTIFICACIÓN",instagram
danialves,A la cárcel campeón. Los futbolistas os creéis impunes. Vivís como no lo merecéis. Al fin se ha hecho un poco de justicia,instagram
danialves,Só vi ler os comentários pra ver do babado,instagram
danialves,"Mais um cidadão de bem preso! Parabéns, Espanha, por fazer justiça!",instagram
danialves,"Se lascou, e eu acho é pouco!",instagram
danialves,"Acredito que ele apenas teve um caso consensual com esta menina. E ela, no intuito de fama, já disse que foi abusada. Igual foi o caso do @neymarjr, que ficou provado que ele não abusou de ninguém.  Era apenas uma atoa querendo fama em cima da desgr4aç4 dos outros.",instagram
danialves,"Nem pra ser preso antes da copa, que aí dava pra levar alguém útil…",instagram
danialves,Força querido 🙏 assim como a mentira a verdade será dita ! A mulheres que nascem para fazer inferno na vida dos homens sem necessidade! Toda histórias a muitas versões ela não contou a verdade ! Sempre com você 🙏❤️,instagram
danialves,MUITA FORÇA PARA VOCÊ CRAK...ESTOU CONTIGO..JÁ JÁ ESTÁ SITUAÇÃO IRÁ PASSAR.,instagram
danialves,que façam com você o mesmo mal que você fez. Só que na cadeia ❤️,instagram
danialves,"Este animal deveria ser castrado, não estou falando do doguinho.",instagram
danialves,"O "" patriota """,instagram
danialves,"FECHADO SEM BOLSONARO, 🤣🤣🤣🤣🇧🇷",instagram
danialves,Só  vim ler os comentários,instagram
danialves,Pra q?,instagram
danialves,Se era no Br a mulher tava presa por golpe,instagram
danialves,"Me hacen gracia los comentarios ¿Pq fue al baño si no le gustaba? Sabeis el miedo q pasamos las mujeres cuando nos hemos encontrado en alguna situación que hemos tenido q reir, seguir o mantener la presencia cuando un hombre nos suelta un piropo, comentario obsceno u algo por el estilo? Me imagino a la chiquilla yendo al baño bajo alguna amenaza pensando que irian a hablar o algo... DESGRACIADAMENTE ESTE ES EL PAN DE CADA DIA EN UNA SOCIEDAD QUE HABLA DE IGUALDAD PERO LA VIOLENCIA DE GENERO ESTÁ POR CADA RINCÓN 😢",instagram
danialves,"Nem acabou o mês ainda e uma galera da turma de Deus, pátria, família e liberdade estão indo tudo pro mesmo lugar hein.... As voltas que a Terra plana dá é bizarra.",instagram
danialves,Dani agora vc esta sozinho. Be strong. Esta poposuda gosta solo de mas dineiro. Tiene Todo El tiempo para levantarse.,instagram
danialves,Pronto te Veremos Libre Pai🙌❤️,instagram
danialves,"Al final nadie es intocable! Esto le pasa a muchos como Alves, se creen que por ser rico y tener influencia van a ser INTOCABLES! Pues ahí lo tienes campeón!! Ahí se te va a ir todo el lujo y glamour 🙌",instagram
danialves,"E AÍ CIDADÃO DE BEM, O SOL PRA VOCÊ AGORA TÁ NASCENDO ASSIM: 🟨.",instagram
danialves,"Reclamava da concentração, vai ficar 12 anos guardadinho BB.",instagram
danialves,Dani ela apagou todas as suas fotos. É você perdeu,instagram
danialves,Porra rpzd para de ficar julgando o cara aqui mano o cara posta um bgl é vcs vem falar merda pro cara mano oq ele fez foi errado mais fica xingando o cara perdendo seu tempo vai casar oq fzr vai tiw,instagram
